County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population
"Portage County, WI",105.1435067,0,14,4,56,222,947,24,3,70380
"Porter County, IN",105.0691355,5,18,19,133,561,2380,182,13,166557
"Delta County, CO",104.9765443,0,4,5,24,98,446,28,10,30483
"Effingham County, IL",104.93485290000001,0,8,2,26,89,504,22,5,34307
"Lynn County, TX",104.8401188,0,1,0,5,29,64,2,1,5723
"McHenry County, IL",104.7464453,1,74,37,210,596,3236,55,33,307409
"Madison County, MO",104.57726650000001,0,1,1,11,30,180,12,1,12431
"Wayne County, MO",104.4464339,0,1,0,13,51,75,9,1,13404
"Ocean County, NJ",104.21416009999999,4,31,158,415,2659,8369,212,66,583414
"Bristol Bay Borough, AK",104.16666670000001,0,0,0,1,5,32,7,0,960
"Clackamas County, OR",104.0531804,9,97,133,165,1603,7037,749,41,388263
"Saline County, NE",104.05105440000001,0,3,2,10,89,182,13,3,14416
"Albemarle County, VA",103.88349509999999,4,26,18,59,294,1429,61,14,103000
"Gilmer County, WV",103.7822878,0,0,0,9,8,39,3,0,8672
"Republic County, KS",103.73443979999999,0,0,0,5,11,36,6,0,4820
"Lincoln County, MS",103.4185579,2,5,8,21,154,395,15,8,34810
"LaSalle County, IL",103.40247629999999,0,14,14,88,424,1652,38,18,112183
"Lafayette County, MO",103.20857240000001,2,4,2,26,173,452,45,2,32943
"Ashe County, NC",103.12695670000001,0,4,1,23,221,295,32,2,27151
"Lincoln County, MN",102.915952,0,0,0,6,4,16,0,0,5830
"Chouteau County, MT",102.5816379,0,0,0,6,1,18,3,0,5849
"Monroe County, MO",102.5757921,0,2,0,7,24,59,7,1,8774
"Hodgeman County, KS",102.5641026,0,1,0,1,18,6,0,0,1950
"Bucks County, PA",102.396264,6,75,216,345,2121,9748,466,58,626976
"Tipton County, IN",102.23642170000001,0,1,0,15,97,173,6,0,15650
"Wythe County, VA",102.2355507,0,2,6,22,23,244,13,0,29344
"Rockwall County, TX",102.0587718,1,10,6,69,261,1049,72,2,85245
"Monroe County, WI",101.5497373,0,4,3,39,175,917,31,7,45298
"Nelson County, VA",101.42673609999999,0,1,1,13,75,165,12,1,14789
"Boundary County, ID",101.3544642,0,1,0,10,78,60,9,0,10853
"Stevens County, WA",101.31245679999999,0,10,1,33,316,537,66,1,43430
"Sioux County, IA",101.3112571,0,3,1,31,61,103,5,1,34547
"Wilson County, TX",101.2814303,3,6,3,34,143,437,39,0,45418
"Greene County, VA",101.0423314,0,8,0,11,31,213,9,2,18804
"Bonner County, ID",100.7395759,2,4,2,32,295,606,64,1,40699
"Platte County, MO",100.73947059999999,2,6,5,80,143,682,46,20,93310
"Otter Tail County, MN",100.72767059999998,1,15,3,39,252,627,45,5,57581
"Fayette County, TX",100.7211635,1,2,3,19,90,176,14,1,24821
"Barron County, WI",100.7093441,1,10,6,29,147,437,18,2,45676
"Trego County, KS",100.67114090000001,0,2,0,1,8,27,3,1,2980
"Carroll County, KY",100.4291062,1,3,0,7,56,101,12,3,10953
"Randolph County, IL",100.33444820000001,0,4,2,27,62,184,9,1,32890
"Grant County, MN",100.18367009999999,0,4,0,2,37,52,7,0,5989
"Chase County, NE",100.0,0,1,0,3,5,29,1,0,4000
"Wyoming County, PA",99.98928686,0,7,1,20,99,274,25,2,28003
"Red Willow County, NE",99.94548428,0,4,1,6,50,211,13,4,11006
"Gray County, KS",99.85022466,0,1,0,5,26,24,3,0,6009
"Castro County, TX",99.626401,0,0,1,7,72,143,10,0,8030
"Norton city, VA",99.57679861,0,0,0,4,10,202,3,0,4017
"James City County, VA",99.26825118,1,12,14,43,152,791,14,10,70516
"Logan County, OK",99.05002026,0,5,4,35,231,483,48,7,44422
"Douglas County, WA",98.80671886,1,11,7,20,260,550,32,4,39471
"Franklin County, NY",98.6689367,1,14,5,31,201,710,25,2,51688
"Stephenson County, IL",98.41677364,2,9,15,20,283,839,10,5,46740
"Pickett County, TN",98.23182711,0,2,0,3,11,45,7,0,5090
"King and Queen County, VA",98.17671809,0,1,0,6,13,9,6,2,7130
"Hendricks County, IN",98.12904945,0,10,20,121,222,1467,77,4,153879
"Martin County, MN",97.93360102,0,6,1,13,49,255,11,1,20422
"Centre County, PA",97.81020958,1,32,27,92,355,1800,42,26,155403
"Lee County, IL",97.53858512,2,11,2,19,158,462,8,3,34858
"Texas County, MO",97.51911375,1,3,0,21,156,403,27,2,25636
"Pembina County, ND",97.47945969,0,1,0,6,15,37,4,1,7181
"Scott County, VA",97.17314488,0,8,3,11,105,272,16,5,22640
"Fulton County, NY",97.09449309,0,5,12,36,302,1166,44,2,54586
"Armstrong County, PA",96.90633856,0,14,9,43,177,428,29,3,68107
"Choctaw County, AL",96.82705199,1,0,0,12,38,42,5,0,13426
"Rosebud County, MT",96.47336263,0,1,1,7,6,35,6,0,9329
"Perry County, KY",96.39414495,0,5,8,15,92,280,11,3,28010
"Grayson County, KY",96.16494211,0,10,1,13,141,198,23,3,25997
"Henry County, OH",96.11277232,2,12,3,10,171,538,19,3,28092
"Mellette County, SD",96.10764056,0,0,0,2,6,9,2,0,2081
"Adair County, KY",96.09224856,0,3,5,10,47,49,6,1,18732
"Pendleton County, KY",96.08785175,0,2,3,8,81,117,12,0,14570
"Todd County, KY",95.97696553,0,2,3,6,71,64,13,0,12503
"Camas County, ID",95.96928983,0,0,0,1,3,6,0,0,1042
"Apache County, AZ",95.92126116,1,2,3,63,159,237,12,41,71934
"Doddridge County, WV",95.87727709,0,0,0,8,12,24,1,1,8344
"Worth County, MO",95.69377990000001,0,1,0,1,15,22,3,0,2090
"Warren County, VA",95.60970568,0,13,6,18,101,738,35,1,38699
"Prairie County, AR",95.53379508,1,1,0,5,17,123,1,0,8374
"Craig County, OK",95.41984733,1,3,0,10,45,128,27,6,14672
"Coahoma County, MS",95.30617107,0,2,5,17,731,192,5,0,25182
"Oldham County, TX",95.14747859,0,0,0,2,4,22,0,0,2102
"Gloucester County, VA",95.0209046,2,9,6,18,103,572,13,3,36834
"Montgomery County, MS",94.75978395,0,0,0,10,8,24,2,0,10553
"Gallia County, OH",94.70624735,2,5,10,12,323,686,21,2,30621
"Cass County, NE",94.64842055,0,15,1,8,67,388,37,2,25357
"DuPage County, IL",94.62240083,6,115,259,502,2222,12033,495,101,932126
"Ashtabula County, OH",94.17799641,2,12,17,63,507,1158,61,6,99811
"Schuyler County, IL",94.0354648,0,0,0,7,7,54,1,0,7444
"Allen Parish, LA",93.98128206,0,1,2,21,57,223,6,0,25537
"Sheridan County, WY",93.88412017,1,4,2,21,108,386,18,3,29824
"Nicollet County, MN",93.84838944,0,12,4,15,79,475,17,1,33032
"Sharp County, AR",93.84714646,0,3,1,12,73,144,6,2,17049
"Franklin County, TX",93.80863039,0,2,1,7,45,49,11,0,10660
"Mercer County, KY",93.68120287,0,4,7,10,118,130,24,2,21349
"Clay County, KY",93.61542782,0,2,3,15,44,88,13,5,21364
"Atoka County, OK",93.53863865,1,3,0,9,116,124,13,3,13898
"Preble County, OH",93.45346497,2,7,1,29,271,667,34,0,41732
"Jackson County, SD",93.28358209,0,0,0,3,5,2,1,0,3216
"Bergen County, NJ",93.26422631,7,32,301,523,2068,8693,621,35,925328
"Steele County, MN",93.24009324,0,7,1,26,118,586,26,5,36465
"Attala County, MS",93.18217114,1,0,4,13,57,80,0,0,19317
"Mercer County, ND",93.10986965,1,2,0,5,27,67,9,1,8592
"Douglas County, MN",93.03598303,1,5,3,25,116,381,29,3,36545
"Crawford County, PA",92.70280168,1,12,16,52,413,972,34,16,87376
"Madison County, MS",92.61841214,3,7,19,64,239,1067,56,1,100412
"Greenbrier County, WV",92.58220177,4,6,0,23,95,382,28,6,35644
"King George County, VA",92.27312846,0,5,3,15,58,279,15,2,24926
"Hubbard County, MN",91.97405364,0,8,0,11,117,318,22,1,20658
"Presque Isle County, MI",91.86954525,0,1,0,11,48,72,3,1,13062
"Kearney County, NE",91.63103238,0,1,0,5,33,153,5,1,6548
"Cherokee County, GA",91.51244303,3,35,32,136,774,2189,168,1,225106
"Edmonson County, KY",91.19548997,0,2,1,7,60,28,4,0,12062
"Yancey County, NC",91.08505067,1,1,1,13,88,110,4,1,17566
"Clay County, AR",90.89728607,0,2,1,11,93,90,3,3,15402
"Madison County, MT",90.76763485,0,0,0,7,4,51,2,3,7712
"Davis County, UT",90.65676479999999,2,105,21,164,987,5288,284,18,322094
"Penobscot County, ME",90.63404709999999,8,19,61,51,912,3573,138,20,153364
"Dodge County, NE",90.37381898,0,12,1,20,134,688,49,6,36515
"Northumberland County, VA",90.16393443,1,2,0,8,9,50,2,1,12200
"Effingham County, GA",89.98090201,1,16,10,22,193,341,29,1,54456
"Mathews County, VA",89.91794987,0,3,0,5,19,99,5,1,8897
"Jefferson County, OR",89.85575786,1,6,6,6,113,368,35,11,21145
"Marion County, KY",89.7979546,0,7,1,11,99,143,19,1,20045
"Rockbridge County, VA",89.65795490000001,0,1,2,17,121,230,13,6,22307
"Washington County, WI",89.64961315,2,10,21,86,309,1922,37,5,132739
"Leon County, TX",89.59503046,1,4,1,9,94,112,22,0,16742
"Real County, TX",89.55223881,2,0,0,1,3,12,2,0,3350
"Orange County, VA",89.36550492,1,7,4,19,56,310,11,0,34689
"Jefferson County, IA",89.23259964,1,1,1,12,76,187,32,0,16810
"Cheyenne County, NE",89.18838569,2,0,0,7,16,84,3,0,10091
"Laurel County, KY",88.98141464,3,9,20,21,329,579,71,2,59563
"Norton County, KS",88.93632159,0,2,0,3,16,53,3,0,5622
"Shawano County, WI",88.85046707,1,10,1,25,239,577,37,1,41643
"Falls Church city, VA",88.83624519,1,1,7,3,14,194,3,0,13508
"Jeff Davis County, TX",88.77052818,0,0,1,1,4,4,0,0,2253
"Giles County, VA",88.62629247,0,6,0,9,45,239,7,1,16925
"Jackson County, OH",88.46048257,1,3,5,20,229,664,29,2,32783
"Livingston County, MI",88.37418606,1,48,14,100,428,1557,111,11,184443
"Defiance County, OH",88.23834735,0,17,4,13,142,651,9,4,38532
"Morgan County, CO",88.01577243,0,0,3,22,94,389,15,2,28404
"Botetourt County, VA",87.87346221,0,3,1,25,75,203,9,2,33002
"Hamilton County, NE",87.79631255,0,1,0,7,65,68,2,1,9112
"Fall River County, SD",87.73212458,0,0,0,6,8,12,5,0,6839
"Fairfax city, VA",87.59854837,0,4,7,10,24,401,22,1,23973
"Lincoln County, WA",87.37015824,0,0,0,9,56,130,12,2,10301
"Dickens County, TX",87.29812309,0,0,0,2,9,4,0,0,2291
"Morgan County, OH",87.22490607,0,1,0,11,50,94,5,0,14904
"Traverse County, MN",87.08272859,0,1,0,2,8,26,3,1,3445
"Carroll County, VA",87.00599003,0,5,3,18,90,362,24,3,29883
"King William County, VA",86.97272784,0,1,0,13,39,99,12,0,16097
"Hughes County, OK",86.81183535,0,2,3,7,50,100,25,1,13823
"Wood County, OH",86.64438668,1,29,19,63,464,2083,66,9,129264
"Union County, KY",86.49943443,0,4,0,8,47,79,6,3,15029
"Champaign County, OH",86.17412242,1,3,4,26,229,677,27,6,39455
"Keith County, NE",86.10086101,0,2,3,2,15,118,6,0,8130
"Butler County, KY",85.98452279,0,2,2,6,44,62,9,1,12793
"Prince George County, VA",85.89912222,0,5,8,19,91,331,52,1,37253
"Richland County, ND",85.68455842,0,4,1,9,54,209,23,0,16339
"Bledsoe County, TN",85.66311035,0,0,1,10,22,74,9,1,12841
"Livingston County, KY",85.47921787,0,4,0,4,34,54,12,1,9359
"Forsyth County, GA",85.46352447,0,15,10,142,395,1432,33,2,195405
"Meigs County, OH",85.12087164,1,6,5,8,177,182,16,1,23496
"Houston County, MN",85.11091015,0,0,0,16,35,92,9,0,18799
"Madison County, NE",85.0388344,0,18,0,12,131,725,41,3,35278
"Athens County, OH",85.03269894,0,12,21,21,372,1125,28,4,64681
"Livingston County, NY",85.00115911,0,14,1,40,169,953,15,2,64705
"Warren County, OH",84.86601664,0,38,46,101,797,3144,67,31,219169
"Kossuth County, IA",84.8508583,0,1,0,12,53,57,4,0,15321
"Allamakee County, IA",84.69193309,0,1,1,10,25,97,6,1,14169
"Stark County, IL",84.64533604,0,0,0,5,24,41,4,1,5907
"Ripley County, IN",84.45054365,1,4,1,18,113,308,13,1,28419
"Loudoun County, VA",84.36308729,3,59,52,181,350,3468,150,38,349679
"Aroostook County, ME",84.21954179,1,16,9,33,271,915,37,6,70055
"Charles City County, VA",84.15147265,0,1,1,4,2,10,0,0,7130
"Bear Lake County, ID",84.13259297,0,1,0,4,18,77,1,1,5943
"McLean County, ND",84.06010297,0,1,1,6,37,79,14,0,9517
"Jones County, GA",84.00714061,1,2,3,18,150,372,36,4,28569
"Dickenson County, VA",83.94679065,1,1,0,11,23,165,15,6,15486
"Potter County, SD",83.54218881,0,0,0,2,0,0,1,0,2394
"Crook County, WY",83.51893096,0,3,0,3,20,115,8,0,7184
"Medina County, OH",83.46911357,4,19,15,108,290,1365,22,1,174915
"Union County, GA",83.46471297,0,0,1,17,96,183,13,5,21566
"Crosby County, TX",83.45852112,0,1,1,3,27,17,3,0,5991
"Madison County, VA",83.33333333,1,4,1,5,17,132,4,5,13200
"Bristol County, RI",83.29947176,0,6,11,24,146,562,17,6,49220
"Carson County, TX",83.19467554,0,2,0,3,16,32,6,1,6010
"Madison County, OH",83.18506366,1,4,10,21,266,559,39,6,43277
"Rankin County, MS",83.12495316,3,22,14,83,538,1407,79,11,146767
"Douglas County, CO",83.01657390000001,1,50,15,188,539,2438,93,28,305963
"Tompkins County, NY",82.99796365,0,10,33,43,294,1736,38,2,103617
"Portage County, OH",82.99666793,0,16,48,71,872,2275,47,17,163862
"Nance County, NE",82.80430582,0,1,0,2,10,13,3,0,3623
"Ottawa County, KS",82.75405495,0,1,1,2,22,77,7,1,6042
"Teton County, MT",82.44023083,1,1,0,3,6,45,3,0,6065
"Rush County, IN",82.33356857,0,5,2,7,125,355,11,0,17004
"Sterling County, TX",82.03445447,0,0,0,1,1,0,1,0,1219
"Winona County, MN",81.98001249,0,6,8,28,123,553,40,6,51232
"San Juan County, WA",81.88976378,0,4,0,9,73,133,11,0,15875
"Fauquier County, VA",81.83671344,2,11,8,34,117,596,39,10,67207
"Pepin County, WI",81.52173913,0,3,0,3,28,53,4,1,7360
"Madison County, NY",81.51197812,0,11,5,43,271,974,30,2,72382
"Cleveland County, AR",81.46165484,0,0,1,6,70,47,9,0,8593
"Sanpete County, UT",81.45341219,0,10,5,8,56,296,18,0,28237
"Becker County, MN",81.24943577,0,8,1,18,49,232,33,0,33231
"Kimball County, NE",81.03727715,0,0,0,3,1,24,1,0,3702
"Middlesex County, CT",80.93644677,2,19,37,76,316,1457,115,4,165562
"Harlan County, KY",80.70458613,0,5,3,15,77,152,8,2,28499
"Curry County, OR",80.57657012,0,2,3,13,104,268,25,7,22339
"Pike County, AR",80.52250157,0,1,1,7,34,58,7,0,11177
"Pike County, MO",80.34709947,0,1,0,14,77,218,15,1,18669
"Andrew County, MO",80.25222127,1,2,0,11,43,102,10,0,17445
"Rappahannock County, VA",80.23535705,0,3,0,3,2,14,0,0,7478
"Blackford County, IN",80.12178511,0,1,3,6,66,193,7,0,12481
"Madison County, ID",80.10680908,1,9,1,19,46,260,5,2,37450
"Warren County, NJ",80.09014798,1,9,18,59,312,1314,46,3,107379
"Fulton County, OH",80.02259462,1,8,1,24,158,549,17,3,42488
"Chisago County, MN",79.98363126,1,4,3,35,91,469,46,13,53761
"Glasscock County, TX",79.93605116,0,0,0,1,3,9,1,0,1251
"Lamoille County, VT",79.78617306,0,2,0,18,51,312,39,1,25067
"Fairfax County, VA",79.75779097,16,124,353,409,1155,13627,830,72,1130924
"Price County, WI",79.69859441,0,0,0,11,40,166,10,1,13802
"Yates County, NY",79.50389569,0,6,0,14,111,291,4,3,25156
"Crawford County, OH",79.42440665,0,4,7,23,350,682,20,2,42808
"Elk County, PA",79.41802471,1,4,2,18,133,517,12,15,31479
"Harding County, SD",79.23930269,0,0,0,1,0,0,0,0,1262
"Clearwater County, MN",79.20343969,0,6,1,0,43,47,7,0,8838
"Gillespie County, TX",78.8736838,0,5,4,11,60,270,13,0,25357
"Hancock County, GA",78.83770695,0,0,2,5,42,70,8,0,8879
"Clayton County, IA",78.77116975,0,1,0,13,18,37,3,2,17773
"Martin County, IN",78.74015748,0,0,0,8,26,69,9,5,10160
"Lawrence County, IL",78.51189757,1,1,0,11,33,90,5,5,16558
"Ralls County, MO",78.49293564,0,0,0,8,47,151,9,0,10192
"Fayette County, GA",78.43861025,3,7,21,54,286,1125,130,5,108365
"Clermont County, OH",78.41452816,2,34,32,89,1240,4158,118,30,200218
"Bosque County, TX",78.40940913,0,3,0,11,68,118,7,3,17855
"Polk County, NC",78.38910391,0,7,1,7,100,169,14,3,20411
"San Miguel County, CO",78.14535035,0,0,0,6,8,105,2,0,7678
"Newton County, IN",78.08617875,0,0,0,11,74,123,9,1,14087
"Franklin County, ID",77.79679477,0,4,0,6,23,83,2,0,12854
"Stone County, MS",77.70870337,0,3,0,11,45,74,1,0,18016
"Greeley County, KS",77.51937985,0,1,0,0,1,3,0,0,1290
"Cottonwood County, MN",77.47933884,0,4,0,5,45,93,5,2,11616
"Roseau County, MN",77.31958763,1,4,0,7,9,116,3,0,15520
"Van Wert County, OH",77.304192,0,4,1,17,181,513,5,3,28459
"Meade County, SD",77.20020587,0,5,0,16,36,201,11,0,27202
"Thayer County, NE",77.08614377,0,0,0,4,27,52,1,0,5189
"Rooks County, KS",77.07129094,1,1,0,2,10,21,6,0,5190
"Dodge County, WI",76.97183736,1,12,6,49,248,1096,26,8,88344
"Forest County, WI",76.70392286,0,3,1,3,44,156,11,0,9126
"Hancock County, ME",76.57945118,3,4,6,29,256,771,29,2,54845
"Hancock County, WV",75.93014427,0,3,3,17,59,215,18,1,30291
"Rockingham County, VA",75.89302942,0,13,4,42,204,479,49,0,77741
"Knox County, ME",75.85335019,1,4,6,19,136,641,35,4,39550
"Winnebago County, IA",75.80064431,0,1,1,6,13,32,1,1,10554
"Knox County, KY",75.49543882,0,5,8,11,217,160,28,4,31790
"Cumberland County, PA",75.45229922,0,42,69,71,614,3163,80,18,241212
"Delaware County, OH",75.14366496,2,32,59,45,797,2334,100,23,184979
"Beaverhead County, MT",74.93844342,0,0,1,6,12,57,5,4,9341
"Sutton County, TX",74.8876685,0,0,1,2,4,21,4,0,4006
"Montmorency County, MI",74.86631016,0,2,0,5,36,9,0,0,9350
"Guthrie County, IA",74.85730327,0,2,0,6,17,29,6,0,10687
"Buena Vista city, VA",74.85029940000001,0,1,0,4,3,57,0,0,6680
"Monroe County, MS",74.75910954,0,1,11,15,140,331,9,0,36116
"Clay County, IN",74.61851285,0,1,1,18,45,199,18,0,26803
"Benzie County, MI",74.59260959,1,0,0,12,40,129,1,1,17428
"Emery County, UT",74.42552796,0,2,0,6,53,125,11,2,10749
"Bottineau County, ND",74.22802850000001,2,0,0,3,18,44,4,0,6736
"Wahkiakum County, WA",74.22068283,0,0,0,3,7,11,2,0,4042
"Custer County, NE",74.12898443,0,1,0,7,19,85,5,1,10792
"Harrison County, IN",74.04948548,0,4,5,20,108,342,40,1,39163
"Goochland County, VA",73.98501803,2,0,0,14,50,155,7,0,21626
"Fulton County, IN",73.35322021,0,1,3,11,41,69,13,0,20449
"Scotts Bluff County, NE",73.27399045,0,6,3,18,137,658,39,2,36848
"Pope County, MN",73.17965606,0,2,0,6,28,58,1,1,10932
"Morrison County, MN",73.01046483,2,7,0,15,48,317,21,0,32872
"Tallahatchie County, MS",72.93946025,0,0,10,1,27,43,0,0,15081
"Green County, WI",72.79590186,0,3,1,23,100,540,39,3,37090
"Wayne County, KY",72.54086469,1,2,5,7,83,131,11,1,20678
"Daviess County, MO",72.34145165,0,0,0,6,39,48,9,1,8294
"McCreary County, KY",72.26638501,0,3,7,3,65,42,9,3,17989
"Wayne County, OH",72.12938099,2,30,18,32,550,1273,72,18,115071
"Lancaster County, VA",71.76175099,1,4,0,3,23,102,4,2,11148
"Door County, WI",71.69486665,1,2,0,17,41,275,8,2,27896
"Green County, KY",71.55635063,0,3,0,4,20,47,5,0,11180
"Utah County, UT",71.39090871,6,85,67,237,1304,8450,364,20,551891
"Morrow County, OH",71.36128793,2,7,4,12,260,465,23,3,35033
"Union County, PA",71.32190697,1,10,5,16,138,344,9,1,44867
"O'Brien County, IA",71.20478496,0,0,0,10,55,70,6,1,14044
"Nicholas County, KY",71.03281716,0,1,1,3,24,21,6,0,7039
"Platte County, NE",70.75834487,0,7,2,14,87,517,28,2,32505
"Murray County, MN",70.31524669,0,2,0,4,20,22,2,0,8533
"Morris County, NJ",70.28476342,2,31,106,212,1144,3850,205,5,499397
"Lewis County, NY",69.98416148,0,0,2,17,124,263,10,7,27149
"Weston County, WY",69.85191394,0,1,0,4,10,76,5,0,7158
"Clatsop County, OR",69.80990227,0,1,11,14,150,601,47,4,37244
"Hocking County, OH",69.77149834,3,5,6,6,205,501,12,2,28665
"Hitchcock County, NE",69.63788301,0,1,0,1,18,4,1,0,2872
"Deuel County, SD",69.44444444,2,1,0,0,15,14,4,0,4320
"Knox County, OH",69.06758757,1,7,8,26,229,980,0,0,60810
"Yellow Medicine County, MN",69.01311249,0,0,0,7,11,31,2,1,10143
"Iroquois County, IL",69.00835001,1,6,1,12,100,289,11,3,28982
"Yuma County, CO",68.95872328,2,3,0,2,7,40,3,0,10151
"Lee County, KY",68.87052342,0,2,1,2,17,37,4,0,7260
"Schuyler County, MO",68.83891693,0,0,0,3,6,19,1,1,4358
"St. Croix County, WI",68.66053765,1,8,3,47,175,1022,48,7,85930
"Juniata County, PA",68.6369509,0,6,2,9,79,127,14,1,24768
"DeKalb County, IN",68.54657622,1,7,3,18,97,514,28,1,42307
"Washington County, OH",68.5043223,0,12,4,25,283,564,28,4,61310
"Perkins County, NE",68.46970216,0,2,0,0,4,7,0,0,2921
"LaGrange County, IN",68.42825561,1,2,6,17,78,184,15,1,37996
"Saratoga County, NY",68.34476135,2,18,20,113,542,2479,55,13,223865
"Davis County, IA",68.25162098,0,0,0,6,8,10,1,0,8791
"Johnson County, KY",68.23318692,2,3,4,7,77,125,15,1,23449
"Audubon County, IA",68.10829218,0,0,0,4,7,15,1,0,5873
"Nuckolls County, NE",67.98096533,0,0,0,3,6,15,0,0,4413
"Washington County, MN",67.72018183,2,39,25,101,926,4657,277,36,246603
"Trempealeau County, WI",67.60868095,0,11,2,7,68,221,9,0,29582
"Adams County, OH",67.60362925,0,3,3,13,234,296,17,2,28105
"Ascension Parish, LA",67.31181104,0,23,53,1,733,2723,40,2,114393
"Moultrie County, IL",67.22237161,0,2,0,8,32,76,2,0,14876
"Hamlin County, SD",67.10283509,0,1,0,3,17,29,2,0,5961
"Pendleton County, WV",66.92544505,0,0,0,5,36,13,3,1,7471
"Adair County, IA",66.91648822,0,0,0,5,28,39,5,1,7472
"Jefferson County, ID",66.87969087,0,5,0,13,33,121,11,0,26914
"Litchfield County, CT",66.87209775,2,38,19,66,386,1877,103,8,186924
"Somerset County, NJ",66.85118805,2,16,111,93,1028,3254,201,14,330585
"Tishomingo County, MS",66.5676686,1,4,1,7,48,55,7,1,19529
"Woods County, OK",66.36434023,0,0,0,6,20,83,4,1,9041
"Houghton County, MI",66.25258799,0,11,1,12,76,403,10,2,36225
"Ashland County, OH",65.9842015,0,15,4,16,316,785,18,4,53043
"Marquette County, WI",65.89351608,0,1,1,8,54,154,18,5,15176
"Osage County, MO",65.75102279,0,1,0,8,59,61,20,0,13688
"Grundy County, IL",65.70040615,1,4,1,27,162,843,8,12,50228
"Clay County, GA",65.68144499,0,0,0,2,2,0,0,0,3045
"Tioga County, NY",65.68079135,0,0,7,26,148,423,15,0,50243
"Hot Spring County, AR",65.67164179,0,5,4,12,39,96,7,2,33500
"Hancock County, IN",65.66538596,1,6,16,24,190,536,41,2,71575
"Fluvanna County, VA",65.44250683,0,3,0,14,57,145,7,4,25977
"Holmes County, MS",65.11829824,1,0,0,11,15,5,2,0,18428
"Meade County, KY",65.04621705,0,3,4,12,111,98,16,1,29210
"Middlesex County, VA",65.04367218,0,4,0,3,19,35,1,0,10762
"Grundy County, IA",64.96670456,0,0,0,8,13,57,3,1,12314
"Chickasaw County, IA",64.92979466,1,1,0,6,28,45,3,0,12321
"Miami County, OH",64.77247460000001,1,17,35,13,561,2340,78,20,103439
"Carroll County, IN",64.72169670000001,0,3,1,9,95,206,27,0,20086
"Matanuska-Susitna Borough, AK",64.08101521,0,4,8,49,77,511,28,8,95192
"Harrison County, OH",64.01229036,0,5,1,4,61,112,13,0,15622
"Rowan County, KY",63.75653504,0,6,4,5,66,228,10,1,23527
"Moore County, TN",63.48198699,0,0,0,4,20,65,4,0,6301
"Pike County, OH",63.45401347,3,3,5,7,88,310,19,6,28367
"Lee County, MS",63.27630654,0,3,7,44,299,464,31,20,85340
"Hickman County, KY",63.22444679,0,0,0,2,11,17,4,0,4745
"Wright County, MN",63.04973924,0,12,8,61,233,2016,82,10,128470
"Carver County, MN",62.78646324,1,21,7,31,162,901,25,7,95562
"Tattnall County, GA",62.68118781,0,2,2,12,129,246,34,0,25526
"Throckmorton County, TX",62.5,0,0,0,1,1,4,0,0,1600
"Casey County, KY",62.23937263,0,1,3,4,56,46,4,1,16067
"Windham County, CT",62.07271862,0,11,21,41,194,561,74,8,117604
"Amite County, MS",62.02031165,1,0,1,5,1,1,1,0,12899
"Newton County, AR",62.00396825,0,5,0,0,12,7,0,0,8064
"Antelope County, NE",61.95786865,2,0,0,2,4,10,0,0,6456
"Waukesha County, WI",61.95362111,4,38,48,154,746,4143,115,2,393843
"Pike County, GA",61.81164307,0,3,2,6,44,69,1,0,17796
"Dubois County, IN",61.37721017,0,2,0,24,42,210,14,0,42361
"Washington County, RI",60.98575151,1,14,14,48,346,1627,68,10,126259
"Scotland County, MO",60.96321886,0,0,0,3,24,57,2,0,4921
"De Witt County, IL",60.90133983,0,1,1,8,13,42,0,1,16420
"Burt County, NE",60.84575601,0,0,0,4,11,22,2,0,6574
"McDuffie County, GA",60.28286575,1,1,1,10,107,161,15,0,21565
"Hudspeth County, TX",60.27727547,0,0,0,2,11,18,1,0,3318
"Webster County, MS",60.07810153,0,0,1,5,13,21,1,0,9987
"Lincoln County, WY",59.89980396,0,0,0,11,38,89,4,1,18364
"Breckinridge County, KY",59.88023952,0,6,1,6,37,26,9,2,20040
"Addison County, VT",59.79723302,0,4,2,16,183,356,17,3,36791
"Schoharie County, NY",59.66587112,0,6,1,12,133,333,12,0,31844
"Treutlen County, GA",59.59475566,0,0,0,4,26,50,0,0,6712
"Ringgold County, IA",59.14826498,0,0,0,3,3,7,0,0,5072
"Garrard County, KY",59.11912504,0,1,1,7,69,82,6,3,16915
"Lewis County, MO",59.10165485,0,1,1,4,35,80,11,1,10152
"Washakie County, WY",59.08070424,0,0,0,5,2,44,1,0,8463
"Custer County, SD",59.04581956,0,1,0,4,8,21,4,0,8468
"Cumberland County, KY",58.918839299999995,0,1,1,2,32,14,4,0,6789
"Brunswick County, VA",58.91710364,0,1,2,7,56,79,13,1,16973
"Noble County, IN",58.86062645,0,7,2,19,145,486,15,1,47570
"Orange County, VT",58.79301401,1,7,1,8,192,238,18,10,28915
"Hanson County, SD",58.73715125,0,1,0,1,1,2,0,0,3405
"Woodford County, IL",58.56440812,0,3,1,19,66,308,10,1,39273
"McCone County, MT",58.51375073,1,0,0,0,0,5,0,1,1709
"Jackson County, MN",58.47953216,0,0,1,5,14,84,3,0,10260
"Teton County, ID",58.39416058,0,2,0,4,26,29,1,0,10275
"Johnson County, NE",58.32037325,0,0,0,3,1,20,2,0,5144
"Parke County, IN",58.13277526,0,2,1,7,17,19,1,1,17202
