County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng
"Hancock County, OH",116.1363546,0,21,21,45,382,1517,32,5,75773,4.02,4.0,1.625,50,41.04551750305364,-83.64532576606494
"Fremont County, ID",116.0362033,0,5,0,10,27,83,3,0,12927,4.21,4.0,1.6666666666666667,50,44.36134969382897,-111.34279182208992
"Nobles County, MN",115.64972009999998,0,2,3,20,56,159,14,1,21617,3.597560975609756,3.5,1.3333333333333333,41,43.635836879723314,-95.63878179515677
"Sherman County, OR",115.5401502,0,1,0,1,6,34,2,0,1731,4.14,4.0,1.608695652173913,50,45.62016113534636,-121.17565422030576
"Hardin County, KY",115.5364125,2,36,43,43,415,1579,70,18,108191,3.77,3.5,1.6818181818181819,50,37.731663920430115,-85.88866480964262
"Chickasaw County, MS",115.5334758,1,2,4,13,30,29,1,0,17311,4.3,4.0,1.5,5,33.90122002372874,-89.0046654718047
"Skamania County, WA",115.3095618,0,6,0,7,37,71,6,0,11274,4.39,4.5,1.8043478260869565,50,45.58645621464551,-122.38734826036045
"Waseca County, MN",115.1953084,0,6,3,13,80,219,10,1,19098,3.759259259259259,3.5,1.2352941176470589,27,44.08765243244511,-93.54181783771779
"Craig County, VA",115.1631478,0,0,0,6,2,9,0,0,5210,4.28,4.5,1.58,50,37.2883745120532,-80.08308218744152
"Chenango County, NY",115.1445367,0,17,9,31,180,753,25,2,49503,3.3684210526315788,3.5,1.4814814814814814,38,42.50767929566261,-75.53605002523246
"Montgomery County, IA",115.1189563,0,3,0,9,57,104,6,1,10424,3.1785714285714284,3.25,1.2222222222222223,14,41.01295717799239,-95.21507576560926
"Klickitat County, WA",115.0196492,0,4,1,19,95,209,20,0,20866,3.1818181818181817,3.25,1.411764705882353,22,45.81786341790901,-120.81786301628672
"Bourbon County, KY",115.0115012,1,5,5,12,137,280,25,3,19998,3.515151515151515,4.0,1.1111111111111112,33,38.668592974139735,-81.89259162723633
"Cerro Gordo County, IA",114.7446931,2,8,3,37,433,1200,65,6,43575,4.26,4.5,1.7045454545454546,50,43.146934592028956,-93.26080756053715
"Marshall County, IN",114.6277781,1,7,6,40,128,669,34,7,47109,3.74,4.0,1.358974358974359,50,41.34683138556493,-86.31313277397713
"Parker County, TX",114.4805548,3,12,15,109,621,1612,98,6,121418,3.9,4.0,1.5714285714285714,50,32.74747416303304,-97.78223158631081
"Harrison County, MO",114.4033863,2,0,0,8,23,73,11,1,8741,2.966666666666667,3.5,1.3076923076923077,15,40.28387731638503,-94.01705671083356
"Mason County, WV",114.2815011,3,4,4,20,80,285,30,1,27126,4.09,4.0,1.5454545454545454,50,38.6562502964187,-82.01253118264792
"Montgomery County, NY",114.2353248,4,9,12,32,227,880,23,1,49897,3.838709677419355,4.0,1.3478260869565217,31,42.983042875041185,-74.38198644629603
"Lincoln County, AR",114.0332122,0,3,3,10,76,54,4,0,14031,3.99,4.0,1.5135135135135136,50,34.04787335557904,-91.86341388036992
"Franklin County, IA",113.7656428,0,2,0,11,26,36,5,1,10548,4.0,4.25,1.125,14,42.745760495846824,-93.22148284980392
"Schuyler County, NY",113.75948,1,4,1,15,40,111,9,0,18460,4.0,4.0,1.6,50,42.386395626339876,-76.86836074556368
"Oxford County, ME",113.4835973,0,36,7,22,435,1033,43,16,57277,4.05,4.0,1.2222222222222223,20,44.559388494709864,-70.59601821701679
"Santa Cruz County, AZ",113.3253507,1,0,13,39,191,490,72,0,46768,3.611111111111111,4.0,1.7,18,31.46716497651145,-110.98550414865683
"Harris County, GA",113.278021,0,1,2,34,82,272,12,2,32663,3.8,3.75,1.8,10,32.724828066970915,-84.88973210558134
"Butler County, PA",113.2221959,3,12,48,147,440,1853,64,13,185476,3.8,4.0,1.5,50,40.87357089408971,-79.92489521498736
"Tioga County, PA",113.0395874,0,8,1,39,221,350,39,5,42463,3.742857142857143,3.5,1.3043478260869565,35,41.75678661112599,-77.2954470302093
"Stevens County, MN",112.9943503,0,5,1,5,20,156,1,1,9735,3.21875,3.5,1,16,45.58645566078542,-95.9118934275503
"Missaukee County, MI",112.9493057,2,5,0,10,67,190,8,1,15051,3.9722222222222223,4.0,1.2307692307692308,18,44.334436100837586,-85.19870083715296
"Jefferson County, MT",112.9256428,0,0,0,13,13,79,6,5,11512,4.17,4.0,1.7291666666666667,50,46.267124155616386,-112.25432575590546
"New Kent County, VA",112.7800277,0,3,1,18,107,221,9,1,19507,3.88,4.0,1.3333333333333333,25,37.45986916182039,-76.98524239472584
"Faribault County, MN",112.747516,1,6,0,9,55,113,7,1,14191,3.9545454545454546,4.25,1.0833333333333333,22,43.664856949540855,-93.97955687233552
"Kittitas County, WA",112.5344188,0,13,6,28,275,1027,75,12,41765,4.34,4.5,1.6734693877551021,50,47.185454990431,-120.65833777647984
"Douglas County, NV",112.4835519,1,6,6,40,144,656,29,6,47118,3.8333333333333335,4.0,1.5454545454545454,12,38.886128230020205,-119.72042651961934
"Windsor County, VT",112.3655626,2,11,5,45,383,672,49,12,56067,4.03030303030303,4.0,2.1818181818181817,33,43.59734729522663,-72.542271288856
"Adams County, WI",112.3046875,0,6,6,11,225,343,16,0,20480,3.5833333333333335,3.75,1.434782608695652,30,43.9760042159206,-89.84659472133302
"Adams County, PA",112.2643925,6,14,7,87,263,905,50,11,101546,4.0,4.0,1.6097560975609757,50,39.834021452018334,-77.23009347273094
"Nelson County, KY",112.2586439,1,14,13,22,249,432,46,4,44540,3.75,4.0,1.631578947368421,50,37.81321347336316,-85.45796607857336
"Macon County, NC",112.2367605,1,3,6,28,215,495,28,1,33857,3.73,4.0,1.5,50,35.173222318943914,-83.3796444183839
"Pickaway County, OH",111.8925831,1,11,19,32,725,1400,38,9,56304,3.67,3.5,1.225,50,39.62614157157611,-82.9552657930016
"Nemaha County, NE",111.77867820000002,0,6,0,2,10,23,4,0,7157,4.125,4.5,1.625,12,40.412353817971635,-95.81306934402039
"Daniels County, MT",111.6694584,0,0,0,2,0,5,0,0,1791,3.375,3.25,1,4,48.792414465100094,-105.4205631714845
"Bandera County, TX",111.6450658,0,5,0,18,45,67,10,0,20601,3.980769230769231,4.0,1.4166666666666667,26,29.727520230335557,-99.09683921578605
"Hanover County, VA",111.5168262,5,10,21,77,111,1047,58,4,101330,3.72,3.5,1.6222222222222222,50,37.74117762374896,-77.45699521408065
"Cheyenne County, KS",111.3585746,0,0,0,3,4,31,1,0,2694,4.388888888888889,5.0,1,9,39.77178861147932,-101.79540802193289
"Carter County, MO",111.2700684,0,1,0,6,11,27,5,1,6291,4.25,4.75,1.2857142857142858,14,36.99444831836626,-91.01362996754294
"Cabarrus County, NC",111.0956812,6,20,81,101,1035,3163,222,31,187226,4.2,4.0,1.446808510638298,50,35.382333530904546,-80.59952975331036
"Alexander County, NC",111.0208503,2,7,7,25,371,560,45,16,36930,3.767857142857143,4.0,1.1304347826086956,28,35.90241055983977,-81.17573565967143
"Gaines County, TX",110.9877913,2,3,2,14,59,136,10,0,18921,3.5,3.5,1.4285714285714286,29,32.716368895214224,-102.64914968216677
"Waushara County, WI",110.9786674,0,8,2,17,85,340,18,4,24329,3.5875,3.75,1.3636363636363635,40,44.096649909284494,-89.2228686999122
"Benton County, OR",110.8660253,1,19,18,58,322,1460,59,19,86591,4.0256410256410255,4.5,1.2692307692307692,39,44.53008941127054,-123.33625770035842
"St. Lawrence County, NY",110.7508731,0,14,11,99,486,1751,40,13,111963,3.5689655172413794,3.5,1.3,29,44.58862275064658,-75.17116333675384
"Martin County, KY",110.6981893,0,1,2,10,40,56,20,0,12647,3.1875,3.25,1.4,8,37.85248613791749,-82.49692486057577
"Buffalo County, NE",110.6633537,1,17,4,31,166,897,19,10,47893,4.0,4.0,1.6666666666666667,50,40.695535324780764,-99.08356976670342
"Parmer County, TX",110.3863522,0,2,1,8,29,49,5,0,9965,3.92,4.0,1.3783783783783783,50,34.49589516686719,-102.84264891144986
"Dawes County, NE",110.0352113,0,3,2,5,18,151,9,1,9088,4.014705882352941,4.25,1.4285714285714286,34,42.76211574456945,-103.16716778880011
"Rice County, KS",109.879133,0,1,1,9,45,55,4,3,10011,3.8333333333333335,4.5,1.2,9,38.34803123065191,-98.21009936888218
"Frederick County, VA",109.445517,2,31,11,45,301,1258,93,2,81319,4.02,4.0,1.7446808510638299,50,39.17822867909773,-78.17334209279147
"Madison County, NC",109.4091904,3,2,3,15,123,150,21,6,21022,4.090909090909091,4.0,1.4285714285714286,11,35.81415267410772,-82.68761987818122
"Scott County, MN",109.3039524,0,37,16,97,302,2144,66,12,137232,3.54,3.5,1.5555555555555556,50,44.72579590249584,-93.54465776040476
"Sac County, IA",109.224506,0,3,2,6,25,32,9,0,10071,3.5,3.5,1.6666666666666667,7,42.38939754285715,-95.00807847142858
"Tripp County, SD",109.1305929,0,0,0,6,7,14,4,0,5498,3.75,4.0,1.2857142857142858,10,43.3770820864086,-99.8454423553671
"Sweet Grass County, MT",109.0215318,0,1,0,3,6,36,9,0,3669,4.31,4.5,1.702127659574468,50,45.548595287117195,-110.06545480577098
"Waupaca County, WI",109.0178828,0,9,5,43,237,868,27,3,52285,3.888888888888889,4.0,1.4,9,44.45162776931121,-88.91252432481369
"Cheboygan County, MI",108.8393065,0,15,1,12,105,382,9,1,25726,3.6176470588235294,4.0,1.4615384615384615,17,45.468213673783396,-84.53980798212874
"Cedar County, IA",108.7370195,0,2,0,18,5,156,9,2,18393,3.5,3.5,1,12,41.7822585467232,-91.17509684206543
"Sherburne County, MN",108.6980634,0,23,10,65,228,1212,55,4,90158,3.2653061224489797,3.5,1.5121951219512195,49,45.3405355470568,-93.79223391584571
"Wadena County, MN",108.6641553,0,7,0,8,32,68,6,0,13804,3.941860465116279,4.5,1.2857142857142858,43,46.47205012356159,-95.00795343629508
"Kendall County, TX",108.563258,1,18,4,18,118,469,21,0,37766,4.09375,4.0,1.5,16,29.817602542583206,-98.68155813804476
"Phelps County, NE",108.54227720000002,0,5,0,5,16,140,6,0,9213,3.3529411764705883,3.5,1.2,17,40.440409348225806,-99.37766749252545
"Gove County, KS",108.3423619,1,0,0,2,8,11,1,0,2769,3.95,4.0,1.4285714285714286,20,39.0805260185853,-100.70941771752365
"Franklin County, VA",108.2808201,0,12,5,44,169,649,45,1,56335,2.9166666666666665,3.0,1.2916666666666667,30,36.674882540565804,-76.95220026084995
"Washington County, IN",107.9913607,0,0,1,29,5,47,1,0,27780,3.421875,3.5,1.4761904761904763,32,38.590178438657354,-86.08869679114558
